Número de Aeronves,"100,0","200,0","300,0","400,0","500,0","600,0","700,0","800,0","900,0","1000,0","2000,0","3000,0","4000,0","5000,0","6000,0","7000,0","8000,0","9000,0","10000,0","11000,0","12000,0","13000,0"
Com Threads,"0,17","0,255","0,0","0,340666666667","0,105166666667","0,162333333333","0,224166666667","0,27","0,343666666667","0,426","1,832","3,83666666667","6,3905","10,0513333333","14,4831666667","20,1598333333","26,0901666667","35,6368333333","43,7501666667","0,0","0,0","0,0"
Sem Threads,"0,338333333333","0,0843333333333","0,134833333333","0,251166666667","0,371166666667","0,511666666667","0,604333333333","0,744","1,1965","1,17283333333","4,3845","10,3015","17,4366666667","27,2326666667","39,461","53,9973333333","69,3726666667","87,759","107,478833333","130,6325","156,006833333","183,036833333"
